age,workclass,occupation,race,sex,education,native-country,marital-status,income
17,Private,Protective-serv,Other,Male,Assoc-voc,Iran,Never-married,<=50K
17,State-gov,Priv-house-serv,Black,Male,Preschool,Cuba,Divorced,<=50K
17,State-gov,Machine-op-inspct,Other,Female,10th,Japan,Divorced,>50K
17,Self-emp-not-inc,Exec-managerial,White,Female,Doctorate,Jamaica,Married-AF-spouse,<=50K
17,Self-emp-inc,Exec-managerial,Black,Female,Some-college,Puerto-Rico,Married-AF-spouse,>50K
90,Private,Exec-managerial,Other,Female,12th,Vietnam,Married-civ-spouse,<=50K
90,State-gov,Protective-serv,White,Female,Preschool,India,Separated,<=50K
90,Federal-gov,Other-service,Asian-Pac-Islander,Male,7th-8th,Trinadad&Tobago,Married-spouse-absent,<=50K
90,Without-pay,Exec-managerial,Amer-Indian-Eskimo,Male,11th,Holand-Netherlands,Married-civ-spouse,<=50K
90,Local-gov,Tech-support,Other,Female,9th,England,Never-married,>50K
90,Self-emp-not-inc,Sales,Amer-Indian-Eskimo,Male,Bachelors,Thailand,Divorced,<=50K
90,Self-emp-not-inc,Handlers-cleaners,Black,Male,9th,Haiti,Never-married,>50K
17,Federal-gov,Tech-support,Black,Female,HS-grad,Dominican-Republic,Married-civ-spouse,<=50K
90,State-gov,Tech-support,Asian-Pac-Islander,Male,5th-6th,Puerto-Rico,Divorced,>50K
17,Local-gov,Prof-specialty,Other,Female,Some-college,Ecuador,Separated,>50K
17,Self-emp-not-inc,Tech-support,Black,Male,7th-8th,Thailand,Married-spouse-absent,<=50K
90,Federal-gov,Protective-serv,White,Female,Masters,India,Widowed,<=50K
17,Without-pay,Exec-managerial,Amer-Indian-Eskimo,Female,Preschool,Guatemala,Separated,>50K
17,Self-emp-not-inc,Tech-support,Asian-Pac-Islander,Male,11th,Poland,Married-civ-spouse,>50K
90,Private,Machine-op-inspct,Amer-Indian-Eskimo,Male,Assoc-acdm,India,Never-married,<=50K
17,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Male,Assoc-acdm,Trinadad&Tobago,Never-married,<=50K
90,Self-emp-not-inc,Other-service,Amer-Indian-Eskimo,Male,Assoc-acdm,Germany,Separated,<=50K
90,Self-emp-not-inc,Exec-managerial,Asian-Pac-Islander,Female,Assoc-voc,Taiwan,Divorced,>50K
17,Federal-gov,Craft-repair,Amer-Indian-Eskimo,Female,Preschool,Cambodia,Married-civ-spouse,<=50K
55,Private,Prof-specialty,Other,Female,Masters,Honduras,Divorced,<=50K
90,Federal-gov,Farming-fishing,Asian-Pac-Islander,Female,Bachelors,Germany,Separated,>50K
17,Self-emp-not-inc,Adm-clerical,Asian-Pac-Islander,Male,1st-4th,Italy,Divorced,>50K
90,Private,Machine-op-inspct,Other,Male,Prof-school,Puerto-Rico,Never-married,>50K
17,Private,Craft-repair,Asian-Pac-Islander,Female,HS-grad,Japan,Widowed,>50K
17,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Male,9th,Columbia,Divorced,>50K
90,Self-emp-not-inc,Handlers-cleaners,White,Male,Doctorate,Greece,Divorced,>50K
17,Self-emp-inc,Armed-Forces,Asian-Pac-Islander,Female,10th,Jamaica,Divorced,>50K
37,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Preschool,Mexico,Widowed,<=50K
90,State-gov,Other-service,Other,Female,Assoc-acdm,Laos,Married-civ-spouse,<=50K
90,Without-pay,Farming-fishing,Asian-Pac-Islander,Male,1st-4th,Ecuador,Widowed,>50K
17,Private,Craft-repair,White,Male,12th,Yugoslavia,Divorced,>50K
17,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Assoc-voc,Jamaica,Married-spouse-absent,>50K
90,State-gov,Prof-specialty,Amer-Indian-Eskimo,Female,Assoc-voc,Taiwan,Married-AF-spouse,>50K
17,Self-emp-not-inc,Exec-managerial,Amer-Indian-Eskimo,Male,9th,Hong,Married-spouse-absent,<=50K
17,State-gov,Sales,White,Male,1st-4th,Peru,Divorced,>50K
90,Without-pay,Adm-clerical,Other,Female,Assoc-voc,Ecuador,Separated,<=50K
90,Private,Protective-serv,Other,Male,Masters,Honduras,Married-civ-spouse,>50K
90,Self-emp-not-inc,Handlers-cleaners,Black,Male,Prof-school,South,Married-AF-spouse,>50K
90,Federal-gov,Prof-specialty,Asian-Pac-Islander,Male,Doctorate,Laos,Separated,<=50K
90,Self-emp-not-inc,Transport-moving,Other,Female,Masters,Haiti,Married-AF-spouse,>50K
90,State-gov,Adm-clerical,Other,Female,Assoc-voc,China,Widowed,>50K
17,Federal-gov,Tech-support,Other,Female,Assoc-acdm,Japan,Married-AF-spouse,>50K
17,Self-emp-inc,Machine-op-inspct,Black,Female,7th-8th,Philippines,Married-AF-spouse,>50K
90,Federal-gov,Tech-support,Black,Female,Masters,Mexico,Married-AF-spouse,>50K
90,Self-emp-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,5th-6th,Outlying-US(Guam-USVI-etc),Married-AF-spouse,>50K
90,Local-gov,Armed-Forces,Asian-Pac-Islander,Male,11th,Honduras,Married-spouse-absent,>50K
90,Self-emp-inc,Handlers-cleaners,Asian-Pac-Islander,Female,Masters,Ecuador,Divorced,<=50K
90,Without-pay,Transport-moving,Amer-Indian-Eskimo,Female,Bachelors,China,Divorced,>50K
90,Without-pay,Transport-moving,Other,Male,Doctorate,Taiwan,Never-married,>50K
90,Without-pay,Priv-house-serv,White,Male,11th,United-States,Divorced,<=50K
17,Local-gov,Priv-house-serv,White,Female,Assoc-voc,Honduras,Separated,<=50K
17,State-gov,Protective-serv,Amer-Indian-Eskimo,Female,9th,Scotland,Divorced,<=50K
90,Federal-gov,Protective-serv,Asian-Pac-Islander,Female,10th,United-States,Separated,>50K
17,Without-pay,Craft-repair,Amer-Indian-Eskimo,Female,12th,Haiti,Never-married,<=50K
90,Private,Craft-repair,Black,Female,10th,Hungary,Never-married,>50K
17,Private,Adm-clerical,Asian-Pac-Islander,Female,1st-4th,Japan,Married-AF-spouse,>50K
90,Private,Prof-specialty,White,Male,11th,Greece,Separated,>50K
90,Private,Prof-specialty,Amer-Indian-Eskimo,Female,HS-grad,Germany,Never-married,<=50K
90,Self-emp-not-inc,Tech-support,Black,Male,Assoc-acdm,Japan,Widowed,>50K
17,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,Preschool,Poland,Divorced,<=50K
17,Self-emp-inc,Sales,Amer-Indian-Eskimo,Female,Masters,China,Separated,<=50K
90,Self-emp-inc,Priv-house-serv,White,Male,7th-8th,Greece,Married-civ-spouse,>50K
90,Without-pay,Tech-support,Asian-Pac-Islander,Male,Masters,Hungary,Married-spouse-absent,>50K
17,Federal-gov,Adm-clerical,Black,Male,11th,Greece,Widowed,<=50K
17,Without-pay,Prof-specialty,Other,Male,1st-4th,Columbia,Married-AF-spouse,>50K
90,Private,Farming-fishing,Other,Male,7th-8th,Hong,Never-married,<=50K
90,Self-emp-inc,Sales,White,Female,Assoc-voc,Cuba,Married-AF-spouse,<=50K
17,Federal-gov,Exec-managerial,White,Male,Assoc-acdm,Laos,Separated,>50K
17,Private,Craft-repair,White,Female,Preschool,China,Separated,>50K
17,Self-emp-inc,Armed-Forces,White,Female,Preschool,Outlying-US(Guam-USVI-etc),Separated,>50K
90,Without-pay,Transport-moving,Other,Male,Preschool,Greece,Separated,>50K
17,Self-emp-not-inc,Sales,Other,Male,5th-6th,Nicaragua,Widowed,>50K
17,Local-gov,Prof-specialty,Black,Female,Doctorate,Germany,Separated,<=50K
17,Federal-gov,Sales,Black,Female,HS-grad,Scotland,Separated,<=50K
27,Self-emp-not-inc,Protective-serv,White,Male,Assoc-acdm,Guatemala,Divorced,<=50K
90,Self-emp-not-inc,Other-service,Other,Male,Masters,Germany,Widowed,>50K
17,Without-pay,Protective-serv,Amer-Indian-Eskimo,Female,9th,Poland,Married-spouse-absent,<=50K
90,Local-gov,Farming-fishing,Amer-Indian-Eskimo,Female,Some-college,Peru,Never-married,>50K
17,Federal-gov,Sales,White,Male,Some-college,India,Separated,>50K
17,Local-gov,Adm-clerical,Other,Male,Prof-school,United-States,Separated,>50K
17,Without-pay,Prof-specialty,Black,Male,Preschool,Haiti,Separated,<=50K
90,State-gov,Machine-op-inspct,White,Male,Bachelors,China,Widowed,>50K
90,Without-pay,Protective-serv,Black,Male,Assoc-voc,United-States,Married-AF-spouse,<=50K
90,Private,Exec-managerial,Other,Male,12th,Yugoslavia,Married-spouse-absent,<=50K
90,Self-emp-not-inc,Priv-house-serv,Other,Female,7th-8th,Trinadad&Tobago,Married-AF-spouse,>50K
17,Self-emp-not-inc,Handlers-cleaners,Asian-Pac-Islander,Female,12th,Guatemala,Married-civ-spouse,<=50K
17,Federal-gov,Machine-op-inspct,Other,Male,Prof-school,Yugoslavia,Married-civ-spouse,>50K
90,Federal-gov,Other-service,Other,Male,Assoc-acdm,Yugoslavia,Divorced,>50K
90,Without-pay,Adm-clerical,White,Female,Preschool,Jamaica,Married-AF-spouse,<=50K
90,Private,Machine-op-inspct,White,Female,Preschool,Mexico,Married-AF-spouse,>50K
39,State-gov,Armed-Forces,Asian-Pac-Islander,Female,9th,Italy,Never-married,>50K
17,Self-emp-inc,Prof-specialty,Asian-Pac-Islander,Male,1st-4th,Germany,Married-civ-spouse,>50K
17,State-gov,Handlers-cleaners,Black,Female,Prof-school,France,Married-civ-spouse,<=50K
90,Local-gov,Sales,Amer-Indian-Eskimo,Male,7th-8th,Thailand,Separated,<=50K
90,State-gov,Prof-specialty,Black,Male,Preschool,Outlying-US(Guam-USVI-etc),Separated,<=50K
17,Local-gov,Priv-house-serv,White,Male,Prof-school,United-States,Married-civ-spouse,>50K
17,Federal-gov,Other-service,Asian-Pac-Islander,Female,10th,Puerto-Rico,Separated,>50K
90,Self-emp-not-inc,Armed-Forces,Black,Male,Prof-school,Italy,Never-married,<=50K
17,State-gov,Other-service,Black,Male,12th,Holand-Netherlands,Divorced,<=50K
17,Local-gov,Other-service,Amer-Indian-Eskimo,Female,Some-college,Mexico,Married-civ-spouse,>50K
17,Federal-gov,Adm-clerical,Black,Male,Assoc-acdm,Laos,Widowed,<=50K
17,Private,Craft-repair,Asian-Pac-Islander,Female,Prof-school,Yugoslavia,Married-spouse-absent,<=50K
17,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,9th,Dominican-Republic,Separated,>50K
90,State-gov,Protective-serv,Asian-Pac-Islander,Male,Some-college,China,Never-married,>50K
90,Self-emp-inc,Machine-op-inspct,Black,Female,12th,Canada,Married-spouse-absent,>50K
17,Self-emp-not-inc,Armed-Forces,Black,Female,Doctorate,Japan,Married-civ-spouse,>50K
90,Private,Other-service,Other,Male,Bachelors,Haiti,Widowed,<=50K
17,Self-emp-inc,Adm-clerical,Other,Male,HS-grad,Portugal,Married-spouse-absent,>50K
17,Local-gov,Farming-fishing,Other,Male,Assoc-voc,Outlying-US(Guam-USVI-etc),Married-AF-spouse,>50K
17,Private,Machine-op-inspct,Amer-Indian-Eskimo,Female,1st-4th,Haiti,Never-married,<=50K
90,Local-gov,Other-service,Amer-Indian-Eskimo,Male,Doctorate,China,Separated,>50K
17,Federal-gov,Sales,Other,Male,Masters,Thailand,Married-civ-spouse,>50K
17,Self-emp-inc,Prof-specialty,Black,Male,Doctorate,South,Married-AF-spouse,>50K
17,Without-pay,Prof-specialty,Black,Male,Assoc-voc,Japan,Separated,>50K
90,Local-gov,Transport-moving,Black,Male,Some-college,Japan,Married-AF-spouse,>50K
90,Local-gov,Sales,Amer-Indian-Eskimo,Female,11th,Nicaragua,Married-civ-spouse,>50K
90,Self-emp-not-inc,Adm-clerical,Black,Female,5th-6th,Holand-Netherlands,Separated,>50K
90,Local-gov,Protective-serv,Black,Female,5th-6th,Portugal,Married-spouse-absent,>50K
17,Self-emp-not-inc,Adm-clerical,Asian-Pac-Islander,Male,Some-college,Haiti,Married-AF-spouse,>50K
90,Private,Protective-serv,Asian-Pac-Islander,Male,12th,Italy,Never-married,>50K
90,Federal-gov,Craft-repair,Amer-Indian-Eskimo,Male,Bachelors,Canada,Widowed,>50K
17,State-gov,Armed-Forces,White,Male,12th,Columbia,Widowed,>50K
90,Self-emp-inc,Machine-op-inspct,Black,Female,12th,Haiti,Married-civ-spouse,>50K
17,Without-pay,Handlers-cleaners,Asian-Pac-Islander,Male,HS-grad,Ireland,Divorced,<=50K
87,Self-emp-inc,Adm-clerical,Other,Female,Bachelors,Poland,Divorced,>50K
17,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Female,12th,Hungary,Widowed,>50K
90,Federal-gov,Armed-Forces,Asian-Pac-Islander,Male,12th,Philippines,Married-civ-spouse,<=50K
17,Local-gov,Craft-repair,Asian-Pac-Islander,Female,HS-grad,Columbia,Never-married,>50K
17,Local-gov,Armed-Forces,Amer-Indian-Eskimo,Female,Assoc-acdm,Iran,Divorced,<=50K
90,Private,Farming-fishing,Asian-Pac-Islander,Female,7th-8th,England,Married-AF-spouse,>50K
90,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Male,5th-6th,Dominican-Republic,Married-AF-spouse,<=50K
90,Federal-gov,Prof-specialty,Asian-Pac-Islander,Female,11th,Ireland,Married-civ-spouse,>50K
17,Local-gov,Craft-repair,White,Female,12th,Thailand,Divorced,>50K
17,Private,Handlers-cleaners,White,Female,HS-grad,Cuba,Separated,>50K
90,Private,Exec-managerial,White,Female,Preschool,Hungary,Married-civ-spouse,>50K
90,Local-gov,Protective-serv,Black,Female,12th,China,Married-civ-spouse,<=50K
17,Local-gov,Prof-specialty,Asian-Pac-Islander,Male,12th,China,Married-civ-spouse,>50K
17,State-gov,Exec-managerial,Asian-Pac-Islander,Male,HS-grad,Scotland,Married-AF-spouse,>50K
17,Private,Priv-house-serv,Asian-Pac-Islander,Male,12th,Poland,Widowed,<=50K
90,Private,Priv-house-serv,Asian-Pac-Islander,Female,12th,Cuba,Separated,>50K
90,State-gov,Transport-moving,White,Female,7th-8th,Portugal,Married-spouse-absent,<=50K
17,Without-pay,Machine-op-inspct,White,Male,7th-8th,Cuba,Widowed,<=50K
90,Private,Farming-fishing,Amer-Indian-Eskimo,Male,Assoc-voc,Iran,Married-spouse-absent,<=50K
90,State-gov,Exec-managerial,Amer-Indian-Eskimo,Female,12th,Mexico,Widowed,>50K
17,Private,Exec-managerial,Amer-Indian-Eskimo,Female,1st-4th,Jamaica,Married-AF-spouse,<=50K
90,Private,Transport-moving,Other,Female,5th-6th,Cuba,Widowed,>50K
17,Local-gov,Farming-fishing,White,Female,Some-college,Cambodia,Married-spouse-absent,>50K
90,Self-emp-inc,Exec-managerial,Black,Female,Doctorate,Guatemala,Separated,>50K
90,Local-gov,Transport-moving,Other,Male,Some-college,United-States,Married-AF-spouse,>50K
90,State-gov,Farming-fishing,Black,Male,12th,Japan,Divorced,<=50K
17,Without-pay,Machine-op-inspct,Amer-Indian-Eskimo,Female,11th,Laos,Married-spouse-absent,<=50K
90,Local-gov,Farming-fishing,Asian-Pac-Islander,Female,Masters,Nicaragua,Married-spouse-absent,<=50K
17,Self-emp-inc,Sales,Asian-Pac-Islander,Male,Assoc-acdm,Haiti,Married-civ-spouse,<=50K
90,Self-emp-not-inc,Craft-repair,Black,Female,12th,England,Never-married,<=50K
17,Local-gov,Priv-house-serv,White,Male,Doctorate,Germany,Married-AF-spouse,>50K
17,Private,Handlers-cleaners,White,Male,10th,Jamaica,Separated,<=50K
40,Self-emp-not-inc,Handlers-cleaners,Black,Female,Bachelors,Columbia,Never-married,>50K
90,Without-pay,Adm-clerical,White,Female,Masters,Scotland,Married-AF-spouse,>50K
90,Local-gov,Handlers-cleaners,White,Male,12th,Taiwan,Divorced,<=50K
17,State-gov,Priv-house-serv,Asian-Pac-Islander,Male,Preschool,Ecuador,Divorced,<=50K
90,Without-pay,Farming-fishing,Asian-Pac-Islander,Female,Masters,Mexico,Married-civ-spouse,>50K
90,Without-pay,Craft-repair,Amer-Indian-Eskimo,Female,Some-college,Columbia,Married-spouse-absent,<=50K
17,Private,Armed-Forces,Amer-Indian-Eskimo,Female,Bachelors,Jamaica,Married-AF-spouse,>50K
90,Self-emp-inc,Prof-specialty,Asian-Pac-Islander,Female,10th,Ireland,Married-spouse-absent,<=50K
90,Federal-gov,Machine-op-inspct,Other,Male,HS-grad,Japan,Married-spouse-absent,<=50K
17,Local-gov,Handlers-cleaners,White,Female,Masters,El-Salvador,Married-civ-spouse,>50K
90,Private,Exec-managerial,Black,Male,10th,Japan,Married-spouse-absent,>50K
90,Local-gov,Other-service,Amer-Indian-Eskimo,Female,Masters,England,Married-AF-spouse,<=50K
90,Federal-gov,Protective-serv,Black,Male,Doctorate,Outlying-US(Guam-USVI-etc),Married-civ-spouse,<=50K
17,Without-pay,Exec-managerial,Asian-Pac-Islander,Female,1st-4th,Hungary,Married-AF-spouse,<=50K
17,State-gov,Craft-repair,Other,Female,Masters,Cuba,Separated,>50K
17,Self-emp-inc,Other-service,Other,Female,7th-8th,Haiti,Separated,<=50K
17,Federal-gov,Armed-Forces,White,Male,9th,Guatemala,Separated,>50K
90,State-gov,Other-service,Asian-Pac-Islander,Male,9th,United-States,Widowed,>50K
29,Without-pay,Farming-fishing,Asian-Pac-Islander,Female,12th,South,Married-AF-spouse,<=50K
17,Without-pay,Prof-specialty,Asian-Pac-Islander,Female,Prof-school,Canada,Never-married,>50K
90,Without-pay,Tech-support,Black,Male,Some-college,Guatemala,Widowed,<=50K
90,Self-emp-not-inc,Craft-repair,Black,Female,5th-6th,Germany,Widowed,<=50K
17,Federal-gov,Machine-op-inspct,Asian-Pac-Islander,Female,Masters,Haiti,Separated,<=50K
90,Private,Handlers-cleaners,White,Female,9th,Taiwan,Widowed,>50K
17,Local-gov,Tech-support,White,Female,Masters,Ecuador,Married-civ-spouse,<=50K
90,Self-emp-inc,Sales,Amer-Indian-Eskimo,Female,12th,Nicaragua,Never-married,<=50K
17,Self-emp-inc,Exec-managerial,Other,Female,9th,Columbia,Married-civ-spouse,<=50K
17,Local-gov,Farming-fishing,Other,Female,11th,Philippines,Married-AF-spouse,<=50K
90,Federal-gov,Exec-managerial,Black,Male,HS-grad,Hong,Divorced,<=50K
17,State-gov,Handlers-cleaners,Black,Male,Preschool,Dominican-Republic,Divorced,<=50K
17,Local-gov,Exec-managerial,White,Male,Bachelors,Ireland,Never-married,<=50K
90,Self-emp-inc,Adm-clerical,Black,Female,HS-grad,England,Married-AF-spouse,<=50K
17,Self-emp-not-inc,Priv-house-serv,Black,Male,Some-college,Philippines,Married-AF-spouse,<=50K
17,Federal-gov,Protective-serv,Black,Male,Doctorate,Haiti,Widowed,>50K
90,Federal-gov,Transport-moving,White,Male,9th,Guatemala,Married-spouse-absent,>50K
17,Federal-gov,Other-service,Black,Female,Doctorate,Yugoslavia,Married-AF-spouse,>50K
90,Local-gov,Other-service,Other,Male,10th,Japan,Married-civ-spouse,>50K
90,Self-emp-inc,Craft-repair,Amer-Indian-Eskimo,Male,Assoc-voc,Italy,Separated,<=50K
17,Self-emp-not-inc,Other-service,Asian-Pac-Islander,Male,Masters,Nicaragua,Divorced,<=50K
90,Private,Craft-repair,Black,Male,Doctorate,Hungary,Separated,>50K
17,Without-pay,Handlers-cleaners,Other,Female,11th,Philippines,Married-civ-spouse,>50K
17,Local-gov,Armed-Forces,Amer-Indian-Eskimo,Male,Assoc-acdm,Holand-Netherlands,Separated,<=50K
90,Without-pay,Exec-managerial,Black,Male,Masters,Dominican-Republic,Separated,>50K
17,State-gov,Farming-fishing,Amer-Indian-Eskimo,Female,7th-8th,Mexico,Never-married,<=50K
17,Federal-gov,Transport-moving,Other,Female,Preschool,Laos,Married-spouse-absent,>50K
90,Federal-gov,Farming-fishing,Asian-Pac-Islander,Female,Assoc-acdm,France,Separated,<=50K
17,Self-emp-not-inc,Armed-Forces,Amer-Indian-Eskimo,Male,Some-college,Taiwan,Separated,>50K
17,Self-emp-inc,Priv-house-serv,Other,Male,5th-6th,Germany,Married-spouse-absent,>50K
17,Without-pay,Priv-house-serv,Asian-Pac-Islander,Female,Prof-school,Puerto-Rico,Divorced,>50K
17,Federal-gov,Sales,Asian-Pac-Islander,Female,11th,Canada,Married-AF-spouse,<=50K
