age,workclass,occupation,race,sex,education,native-country,marital-status,income
54,Self-emp-not-inc,Other-service,White,Male,HS-grad,Canada,Married-civ-spouse,>50K
34,Private,Sales,White,Female,Some-college,United-States,Married-civ-spouse,<=50K
34,Private,Machine-op-inspct,White,Female,HS-grad,United-States,Never-married,<=50K
57,Private,Handlers-cleaners,White,Male,9th,United-States,Married-civ-spouse,<=50K
65,Self-emp-inc,Sales,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
47,Local-gov,Craft-repair,Black,Male,Assoc-voc,United-States,Married-civ-spouse,>50K
49,Private,Sales,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
22,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,<=50K
27,Private,Other-service,White,Female,Some-college,United-States,Never-married,<=50K
34,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
37,Private,Exec-managerial,Black,Male,Bachelors,Germany,Never-married,<=50K
31,State-gov,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
18,Private,Other-service,Black,Male,Some-college,United-States,Never-married,<=50K
42,Private,Exec-managerial,White,Female,Bachelors,United-States,Married-civ-spouse,>50K
20,Private,Adm-clerical,White,Female,Some-college,United-States,Never-married,<=50K
20,Private,Adm-clerical,White,Male,Assoc-acdm,United-States,Married-civ-spouse,>50K
41,Private,Craft-repair,White,Male,Some-college,United-States,Divorced,<=50K
21,Private,Sales,White,Female,Assoc-acdm,United-States,Never-married,<=50K
20,Private,Other-service,White,Female,HS-grad,United-States,Never-married,<=50K
21,Self-emp-not-inc,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
39,Private,Sales,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
41,Private,Tech-support,Black,Female,Assoc-acdm,United-States,Divorced,<=50K
37,Federal-gov,Prof-specialty,White,Male,Masters,Iran,Married-civ-spouse,>50K
50,Self-emp-not-inc,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
17,Private,Adm-clerical,White,Female,Assoc-voc,United-States,Married-civ-spouse,<=50K
28,Private,Sales,White,Male,Some-college,United-States,Never-married,<=50K
54,Private,Craft-repair,Asian-Pac-Islander,Male,Some-college,United-States,Married-civ-spouse,>50K
62,Self-emp-inc,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
31,Private,Sales,White,Female,Some-college,United-States,Never-married,<=50K
17,Private,Other-service,White,Male,Some-college,Mexico,Never-married,<=50K
39,Private,Prof-specialty,White,Female,Assoc-voc,United-States,Never-married,>50K
87,Private,Tech-support,White,Male,Some-college,United-States,Never-married,<=50K
24,Private,Transport-moving,Black,Female,HS-grad,United-States,Never-married,<=50K
39,Private,Other-service,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
45,Private,Other-service,White,Female,HS-grad,United-States,Widowed,<=50K
59,Private,Craft-repair,White,Male,11th,United-States,Married-civ-spouse,<=50K
51,Local-gov,Adm-clerical,White,Female,Some-college,Mexico,Divorced,<=50K
21,Private,Adm-clerical,White,Female,HS-grad,United-States,Never-married,<=50K
31,Private,Exec-managerial,Asian-Pac-Islander,Female,Bachelors,Philippines,Never-married,<=50K
30,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,<=50K
50,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
23,Private,Handlers-cleaners,White,Male,Bachelors,United-States,Never-married,<=50K
90,Self-emp-not-inc,Sales,Black,Male,Some-college,United-States,Separated,<=50K
35,Private,Craft-repair,White,Male,HS-grad,United-States,Divorced,<=50K
49,Private,Other-service,Black,Male,Bachelors,United-States,Separated,<=50K
33,Private,Other-service,White,Female,HS-grad,United-States,Never-married,<=50K
45,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Female,Masters,United-States,Divorced,<=50K
29,Private,Exec-managerial,Asian-Pac-Islander,Female,HS-grad,England,Never-married,<=50K
48,Self-emp-not-inc,Sales,White,Male,Masters,United-States,Married-civ-spouse,>50K
40,Private,Other-service,White,Female,Some-college,Mexico,Divorced,<=50K
47,Federal-gov,Exec-managerial,White,Male,Assoc-acdm,United-States,Never-married,<=50K
59,State-gov,Protective-serv,White,Male,Masters,United-States,Widowed,<=50K
17,Private,Handlers-cleaners,White,Male,11th,United-States,Never-married,<=50K
62,Local-gov,Prof-specialty,White,Female,Assoc-voc,United-States,Widowed,<=50K
29,Private,Other-service,White,Male,HS-grad,United-States,Never-married,<=50K
32,State-gov,Protective-serv,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
39,Private,Sales,White,Male,Some-college,United-States,Married-civ-spouse,>50K
23,Private,Craft-repair,White,Male,Bachelors,United-States,Never-married,<=50K
30,State-gov,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
25,Private,Sales,White,Female,HS-grad,United-States,Married-spouse-absent,<=50K
20,Private,Craft-repair,Black,Male,HS-grad,United-States,Never-married,<=50K
24,Private,Handlers-cleaners,Black,Male,HS-grad,United-States,Never-married,<=50K
17,Private,Other-service,White,Male,HS-grad,United-States,Never-married,<=50K
38,Private,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
30,Local-gov,Exec-managerial,Black,Male,Some-college,United-States,Married-civ-spouse,>50K
45,Private,Adm-clerical,White,Female,Some-college,United-States,Divorced,<=50K
30,Private,Craft-repair,Black,Male,Some-college,United-States,Never-married,<=50K
33,Private,Machine-op-inspct,White,Male,7th-8th,Mexico,Married-civ-spouse,>50K
39,Federal-gov,Adm-clerical,White,Male,Some-college,United-States,Married-civ-spouse,>50K
36,Private,Adm-clerical,Black,Male,HS-grad,United-States,Married-civ-spouse,<=50K
47,Self-emp-not-inc,Exec-managerial,White,Female,Bachelors,United-States,Divorced,<=50K
17,Private,Prof-specialty,White,Female,Masters,United-States,Married-civ-spouse,<=50K
55,State-gov,Prof-specialty,White,Male,Doctorate,United-States,Married-civ-spouse,>50K
36,Private,Machine-op-inspct,Black,Female,Some-college,United-States,Divorced,<=50K
26,Private,Machine-op-inspct,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
52,Local-gov,Craft-repair,Black,Male,Bachelors,United-States,Married-civ-spouse,<=50K
47,Private,Tech-support,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
38,Federal-gov,Tech-support,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
32,Private,Transport-moving,White,Male,5th-6th,Mexico,Married-civ-spouse,<=50K
43,Private,Craft-repair,White,Male,Some-college,United-States,Divorced,<=50K
44,Federal-gov,Exec-managerial,White,Female,Masters,United-States,Never-married,>50K
41,Private,Prof-specialty,White,Male,Masters,United-States,Married-civ-spouse,>50K
34,Self-emp-not-inc,Sales,White,Male,HS-grad,United-States,Never-married,<=50K
24,Private,Prof-specialty,White,Female,Masters,United-States,Never-married,<=50K
41,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
31,Local-gov,Prof-specialty,White,Female,Some-college,United-States,Never-married,<=50K
42,State-gov,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
17,Private,Sales,White,Female,11th,United-States,Never-married,<=50K
45,Private,Other-service,Black,Male,Bachelors,United-States,Married-civ-spouse,>50K
33,Private,Craft-repair,White,Male,HS-grad,United-States,Divorced,<=50K
54,Self-emp-inc,Sales,White,Female,HS-grad,United-States,Married-civ-spouse,>50K
17,Private,Sales,White,Female,11th,United-States,Never-married,<=50K
45,Local-gov,Transport-moving,Black,Male,HS-grad,United-States,Married-civ-spouse,<=50K
37,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
39,Private,Sales,Amer-Indian-Eskimo,Female,Some-college,United-States,Never-married,<=50K
59,Private,Craft-repair,Asian-Pac-Islander,Male,HS-grad,United-States,Married-civ-spouse,<=50K
48,Self-emp-inc,Machine-op-inspct,White,Male,7th-8th,United-States,Married-civ-spouse,>50K
45,Private,Exec-managerial,Black,Male,Bachelors,United-States,Never-married,>50K
49,Private,Sales,White,Female,Assoc-acdm,United-States,Divorced,<=50K
38,Private,Sales,White,Male,Bachelors,Poland,Married-civ-spouse,<=50K
43,Private,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
21,Private,Craft-repair,White,Male,10th,United-States,Never-married,<=50K
31,Private,Handlers-cleaners,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
64,Private,Other-service,Black,Male,HS-grad,United-States,Never-married,<=50K
59,Private,Adm-clerical,Black,Male,HS-grad,United-States,Married-civ-spouse,<=50K
43,Local-gov,Machine-op-inspct,White,Female,Preschool,United-States,Never-married,<=50K
26,Private,Sales,White,Female,HS-grad,United-States,Never-married,<=50K
67,Self-emp-not-inc,Farming-fishing,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
75,Private,Adm-clerical,White,Female,Assoc-voc,Columbia,Widowed,<=50K
86,Private,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
34,Private,Transport-moving,Black,Male,11th,United-States,Separated,<=50K
33,Private,Sales,Black,Female,HS-grad,United-States,Divorced,<=50K
32,Private,Adm-clerical,White,Male,Some-college,United-States,Never-married,<=50K
24,Private,Craft-repair,Other,Female,Some-college,United-States,Divorced,<=50K
41,Private,Prof-specialty,White,Male,Prof-school,United-States,Never-married,>50K
57,State-gov,Other-service,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
40,State-gov,Adm-clerical,White,Female,Some-college,United-States,Never-married,<=50K
37,Private,Exec-managerial,White,Male,Bachelors,Iran,Married-civ-spouse,>50K
41,Local-gov,Exec-managerial,White,Male,Masters,United-States,Married-civ-spouse,>50K
25,Private,Transport-moving,White,Male,HS-grad,United-States,Never-married,<=50K
40,Private,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
34,Self-emp-not-inc,Other-service,White,Female,HS-grad,United-States,Married-civ-spouse,<=50K
22,State-gov,Protective-serv,White,Male,Assoc-acdm,United-States,Married-civ-spouse,<=50K
44,Private,Craft-repair,White,Male,Some-college,United-States,Divorced,<=50K
62,Private,Adm-clerical,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
17,Private,Other-service,White,Female,HS-grad,United-States,Never-married,<=50K
36,Private,Tech-support,White,Male,Assoc-acdm,United-States,Married-civ-spouse,>50K
37,Private,Prof-specialty,White,Female,Prof-school,United-States,Married-civ-spouse,>50K
43,Private,Adm-clerical,Black,Female,Bachelors,United-States,Married-civ-spouse,<=50K
32,Local-gov,Other-service,Black,Female,10th,United-States,Widowed,<=50K
23,Local-gov,Adm-clerical,White,Male,Some-college,United-States,Never-married,<=50K
57,Private,Transport-moving,White,Male,Some-college,United-States,Never-married,<=50K
40,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Male,HS-grad,Cambodia,Married-civ-spouse,>50K
47,Private,Other-service,White,Female,HS-grad,United-States,Never-married,<=50K
17,Private,Other-service,White,Female,HS-grad,United-States,Separated,<=50K
42,Private,Exec-managerial,White,Female,Assoc-voc,United-States,Widowed,<=50K
51,Private,Craft-repair,White,Male,7th-8th,United-States,Divorced,<=50K
48,Private,Prof-specialty,White,Female,Bachelors,United-States,Divorced,<=50K
43,Private,Sales,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
24,Private,Other-service,White,Male,11th,United-States,Never-married,<=50K
44,Private,Sales,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
29,Private,Craft-repair,White,Male,11th,United-States,Married-civ-spouse,<=50K
54,Self-emp-inc,Exec-managerial,Asian-Pac-Islander,Male,Some-college,Thailand,Married-civ-spouse,>50K
53,Private,Exec-managerial,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
34,Private,Prof-specialty,White,Female,Bachelors,United-States,Never-married,<=50K
29,Private,Craft-repair,White,Female,HS-grad,United-States,Married-civ-spouse,>50K
90,Private,Exec-managerial,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
20,Private,Other-service,White,Male,9th,United-States,Never-married,<=50K
56,Self-emp-not-inc,Farming-fishing,White,Male,Masters,United-States,Married-civ-spouse,<=50K
41,Local-gov,Prof-specialty,White,Male,Masters,United-States,Never-married,<=50K
28,Private,Prof-specialty,White,Female,HS-grad,United-States,Divorced,<=50K
52,Private,Handlers-cleaners,Black,Male,HS-grad,United-States,Married-civ-spouse,<=50K
43,Private,Craft-repair,White,Male,Some-college,United-States,Married-civ-spouse,>50K
30,Private,Exec-managerial,White,Female,Some-college,United-States,Never-married,<=50K
19,Private,Tech-support,White,Female,Some-college,United-States,Never-married,<=50K
37,Private,Machine-op-inspct,White,Female,Some-college,United-States,Married-civ-spouse,>50K
26,Private,Prof-specialty,White,Female,Bachelors,Germany,Never-married,<=50K
42,Local-gov,Craft-repair,White,Male,Some-college,United-States,Married-civ-spouse,>50K
33,Private,Sales,Black,Female,Assoc-acdm,United-States,Divorced,<=50K
57,Private,Prof-specialty,White,Female,Bachelors,United-States,Divorced,<=50K
31,Private,Handlers-cleaners,White,Male,HS-grad,United-States,Never-married,<=50K
57,Federal-gov,Sales,White,Male,Masters,United-States,Married-civ-spouse,>50K
40,Private,Prof-specialty,White,Male,Prof-school,United-States,Married-civ-spouse,>50K
49,Private,Other-service,White,Male,Some-college,United-States,Divorced,<=50K
29,Private,Exec-managerial,White,Female,Bachelors,United-States,Never-married,<=50K
64,Private,Craft-repair,White,Male,7th-8th,Ecuador,Married-civ-spouse,<=50K
36,Private,Prof-specialty,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
31,Private,Prof-specialty,White,Female,HS-grad,United-States,Divorced,<=50K
32,Local-gov,Protective-serv,White,Male,Bachelors,United-States,Never-married,<=50K
18,Private,Sales,White,Male,Some-college,United-States,Never-married,<=50K
24,Private,Tech-support,Black,Female,Bachelors,United-States,Never-married,<=50K
76,Private,Transport-moving,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
37,Self-emp-inc,Sales,White,Female,Bachelors,United-States,Divorced,<=50K
21,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,<=50K
39,Private,Sales,White,Male,HS-grad,United-States,Divorced,<=50K
41,Private,Adm-clerical,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
21,Private,Other-service,Asian-Pac-Islander,Female,Some-college,United-States,Never-married,<=50K
37,Private,Transport-moving,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
41,Private,Sales,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
26,Private,Adm-clerical,Asian-Pac-Islander,Female,Some-college,Laos,Married-civ-spouse,<=50K
44,Private,Adm-clerical,White,Female,HS-grad,United-States,Divorced,<=50K
28,Private,Tech-support,White,Male,Assoc-acdm,United-States,Never-married,<=50K
46,Private,Prof-specialty,White,Female,Assoc-acdm,United-States,Never-married,<=50K
17,Private,Adm-clerical,White,Male,Assoc-acdm,United-States,Married-civ-spouse,>50K
47,Self-emp-inc,Farming-fishing,White,Male,Some-college,United-States,Married-civ-spouse,>50K
34,Private,Sales,White,Male,Bachelors,United-States,Never-married,<=50K
17,Private,Exec-managerial,Asian-Pac-Islander,Male,Masters,Taiwan,Married-civ-spouse,>50K
35,Self-emp-not-inc,Prof-specialty,Black,Female,Bachelors,United-States,Divorced,>50K
21,Private,Sales,White,Male,Some-college,United-States,Never-married,<=50K
21,Private,Machine-op-inspct,White,Male,Some-college,United-States,Never-married,<=50K
83,Self-emp-not-inc,Sales,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
17,Private,Machine-op-inspct,White,Female,5th-6th,Mexico,Married-civ-spouse,<=50K
23,Private,Tech-support,White,Female,Some-college,United-States,Never-married,<=50K
57,Private,Other-service,White,Female,HS-grad,United-States,Widowed,<=50K
23,Self-emp-not-inc,Exec-managerial,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
49,Private,Craft-repair,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
17,Private,Transport-moving,White,Male,HS-grad,United-States,Divorced,<=50K
17,Private,Exec-managerial,White,Female,11th,United-States,Never-married,<=50K
75,Self-emp-not-inc,Craft-repair,White,Male,Masters,United-States,Married-civ-spouse,<=50K
70,Self-emp-not-inc,Farming-fishing,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
40,Private,Prof-specialty,White,Female,Some-college,United-States,Married-civ-spouse,>50K
56,Self-emp-not-inc,Handlers-cleaners,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
76,Private,Transport-moving,White,Male,HS-grad,United-States,Never-married,<=50K
34,Private,Craft-repair,Black,Male,Some-college,United-States,Never-married,<=50K
24,Private,Adm-clerical,White,Male,Bachelors,United-States,Never-married,<=50K
42,Private,Other-service,White,Male,Assoc-voc,United-States,Never-married,<=50K
51,Local-gov,Adm-clerical,White,Male,10th,United-States,Married-civ-spouse,<=50K
55,Private,Transport-moving,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
19,Private,Other-service,White,Male,5th-6th,Mexico,Never-married,<=50K
44,Private,Craft-repair,White,Male,HS-grad,United-States,Never-married,<=50K
58,Private,Prof-specialty,White,Male,Masters,United-States,Never-married,<=50K
18,Private,Sales,Black,Male,HS-grad,Haiti,Never-married,<=50K
45,Private,Other-service,Black,Male,HS-grad,United-States,Married-civ-spouse,<=50K
36,Private,Sales,White,Male,Assoc-acdm,United-States,Never-married,<=50K
44,Private,Craft-repair,White,Male,Assoc-voc,United-States,Married-civ-spouse,>50K
28,State-gov,Protective-serv,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
27,Private,Farming-fishing,White,Male,HS-grad,United-States,Never-married,<=50K
17,State-gov,Protective-serv,Black,Female,Some-college,United-States,Never-married,<=50K
17,Self-emp-not-inc,Sales,White,Male,Bachelors,United-States,Never-married,<=50K
64,Private,Other-service,White,Male,Assoc-acdm,Iran,Married-spouse-absent,<=50K
32,Private,Prof-specialty,White,Male,Bachelors,United-States,Never-married,<=50K
36,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
42,Private,Other-service,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
33,Private,Exec-managerial,White,Male,Bachelors,United-States,Married-civ-spouse,>50K
41,Local-gov,Transport-moving,White,Male,11th,United-States,Married-civ-spouse,<=50K
36,Federal-gov,Adm-clerical,White,Male,HS-grad,United-States,Married-civ-spouse,>50K
66,Private,Other-service,Other,Male,11th,United-States,Widowed,<=50K
41,Private,Tech-support,White,Male,Assoc-voc,United-States,Married-civ-spouse,>50K
38,Private,Adm-clerical,White,Female,HS-grad,United-States,Married-civ-spouse,<=50K
25,Self-emp-not-inc,Craft-repair,White,Male,9th,Portugal,Married-civ-spouse,<=50K
31,Private,Other-service,White,Female,10th,United-States,Married-civ-spouse,<=50K
63,Private,Prof-specialty,White,Male,Masters,United-States,Married-civ-spouse,>50K
50,Private,Transport-moving,White,Male,Bachelors,United-States,Married-civ-spouse,<=50K
42,Private,Exec-managerial,White,Male,Bachelors,United-States,Divorced,>50K
24,Private,Sales,White,Male,HS-grad,United-States,Married-spouse-absent,<=50K
25,Private,Craft-repair,White,Male,HS-grad,United-States,Married-civ-spouse,<=50K
40,Self-emp-not-inc,Sales,White,Male,Some-college,United-States,Married-civ-spouse,<=50K
22,Private,Sales,White,Female,Assoc-acdm,United-States,Never-married,<=50K
57,Private,Exec-managerial,White,Female,Bachelors,United-States,Divorced,>50K
