age,workclass,occupation,race,sex,education,native-country,marital-status,income
87,Private,Machine-op-inspct,Other,Male,Assoc-voc,Thailand,Married-civ-spouse,<=50K
82,Private,Tech-support,Amer-Indian-Eskimo,Male,Bachelors,Mexico,Divorced,<=50K
17,Local-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,11th,Yugoslavia,Married-AF-spouse,<=50K
90,Private,Prof-specialty,Other,Male,Prof-school,Mexico,Never-married,>50K
90,Private,Priv-house-serv,Asian-Pac-Islander,Male,Preschool,Greece,Married-civ-spouse,<=50K
20,Without-pay,Other-service,Other,Male,HS-grad,Mexico,Married-civ-spouse,<=50K
90,Private,Farming-fishing,Black,Male,Doctorate,Portugal,Married-civ-spouse,<=50K
17,State-gov,Other-service,White,Female,Preschool,Poland,Married-spouse-absent,>50K
17,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,12th,Haiti,Married-civ-spouse,>50K
51,Federal-gov,Transport-moving,White,Male,12th,India,Married-civ-spouse,<=50K
17,Self-emp-inc,Adm-clerical,Black,Male,Some-college,United-States,Married-AF-spouse,>50K
49,Private,Transport-moving,White,Male,Some-college,Poland,Married-civ-spouse,<=50K
17,Without-pay,Armed-Forces,White,Female,Some-college,United-States,Married-spouse-absent,<=50K
90,Private,Exec-managerial,Other,Male,Doctorate,Holand-Netherlands,Separated,<=50K
90,State-gov,Protective-serv,Other,Male,11th,France,Never-married,<=50K
24,Federal-gov,Machine-op-inspct,Asian-Pac-Islander,Male,10th,Peru,Separated,<=50K
17,Local-gov,Armed-Forces,Amer-Indian-Eskimo,Female,Preschool,Holand-Netherlands,Never-married,<=50K
17,Local-gov,Farming-fishing,White,Male,12th,Dominican-Republic,Never-married,<=50K
17,Without-pay,Prof-specialty,White,Male,Masters,Thailand,Widowed,>50K
90,Self-emp-inc,Machine-op-inspct,Black,Female,11th,Dominican-Republic,Never-married,<=50K
17,Without-pay,Handlers-cleaners,White,Female,Some-college,Yugoslavia,Married-civ-spouse,<=50K
90,Private,Craft-repair,Asian-Pac-Islander,Male,11th,Germany,Separated,<=50K
90,Self-emp-not-inc,Exec-managerial,Black,Female,HS-grad,Trinadad&Tobago,Widowed,>50K
59,Self-emp-not-inc,Priv-house-serv,White,Female,Prof-school,Yugoslavia,Divorced,>50K
17,Local-gov,Protective-serv,Asian-Pac-Islander,Female,12th,Vietnam,Widowed,>50K
27,Local-gov,Farming-fishing,Other,Female,Some-college,Mexico,Married-civ-spouse,>50K
17,Self-emp-inc,Adm-clerical,Other,Male,9th,Ecuador,Married-civ-spouse,<=50K
17,Federal-gov,Prof-specialty,Amer-Indian-Eskimo,Female,Doctorate,Ireland,Separated,<=50K
44,Federal-gov,Prof-specialty,Asian-Pac-Islander,Female,12th,United-States,Married-civ-spouse,<=50K
17,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Female,Preschool,Ireland,Separated,>50K
37,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Male,Some-college,Yugoslavia,Divorced,>50K
38,Local-gov,Protective-serv,Other,Male,HS-grad,Dominican-Republic,Married-spouse-absent,>50K
90,Federal-gov,Tech-support,White,Male,11th,Japan,Never-married,>50K
90,Local-gov,Protective-serv,Asian-Pac-Islander,Male,Bachelors,Scotland,Married-spouse-absent,>50K
90,Private,Protective-serv,White,Male,Doctorate,Columbia,Married-AF-spouse,<=50K
58,Self-emp-not-inc,Priv-house-serv,White,Female,Prof-school,South,Married-civ-spouse,>50K
17,Private,Farming-fishing,Black,Female,5th-6th,United-States,Married-AF-spouse,<=50K
40,Self-emp-not-inc,Sales,Black,Male,12th,Puerto-Rico,Married-civ-spouse,>50K
29,Federal-gov,Sales,Black,Male,7th-8th,Cambodia,Married-civ-spouse,>50K
17,Without-pay,Priv-house-serv,White,Female,Assoc-voc,Taiwan,Never-married,<=50K
69,Local-gov,Armed-Forces,White,Female,Some-college,Guatemala,Married-AF-spouse,>50K
32,Without-pay,Tech-support,White,Male,7th-8th,Cambodia,Divorced,<=50K
90,State-gov,Craft-repair,Other,Male,HS-grad,Outlying-US(Guam-USVI-etc),Married-AF-spouse,>50K
17,Federal-gov,Exec-managerial,Asian-Pac-Islander,Female,11th,Taiwan,Never-married,<=50K
17,Private,Armed-Forces,Black,Male,5th-6th,Hong,Separated,<=50K
90,Self-emp-not-inc,Armed-Forces,Asian-Pac-Islander,Male,10th,Mexico,Separated,<=50K
62,Self-emp-inc,Farming-fishing,White,Male,10th,Guatemala,Widowed,<=50K
17,Local-gov,Machine-op-inspct,White,Female,Doctorate,United-States,Widowed,>50K
52,Without-pay,Sales,Asian-Pac-Islander,Female,12th,Philippines,Never-married,<=50K
90,Private,Exec-managerial,Other,Female,Some-college,Cuba,Married-civ-spouse,<=50K
90,Federal-gov,Priv-house-serv,Other,Female,Preschool,Vietnam,Separated,<=50K
56,Self-emp-not-inc,Farming-fishing,White,Female,12th,Japan,Married-AF-spouse,<=50K
17,Self-emp-inc,Exec-managerial,Amer-Indian-Eskimo,Male,Doctorate,Columbia,Divorced,<=50K
17,Federal-gov,Protective-serv,Black,Male,Assoc-acdm,Honduras,Married-civ-spouse,<=50K
32,Self-emp-not-inc,Sales,Other,Male,Doctorate,Scotland,Never-married,<=50K
17,State-gov,Transport-moving,Amer-Indian-Eskimo,Male,HS-grad,Outlying-US(Guam-USVI-etc),Never-married,<=50K
17,Local-gov,Other-service,White,Female,Assoc-acdm,Thailand,Married-spouse-absent,<=50K
51,Private,Farming-fishing,Other,Male,Preschool,Scotland,Divorced,>50K
17,Without-pay,Exec-managerial,Black,Female,Preschool,Philippines,Separated,>50K
90,Without-pay,Tech-support,Amer-Indian-Eskimo,Male,Bachelors,Portugal,Married-civ-spouse,>50K
17,Federal-gov,Priv-house-serv,Black,Male,9th,United-States,Married-spouse-absent,>50K
19,Local-gov,Armed-Forces,White,Female,Bachelors,Greece,Married-civ-spouse,>50K
17,Private,Transport-moving,Black,Female,12th,Vietnam,Never-married,<=50K
90,Self-emp-not-inc,Prof-specialty,Asian-Pac-Islander,Male,Some-college,Portugal,Married-civ-spouse,>50K
90,Self-emp-not-inc,Machine-op-inspct,Other,Male,HS-grad,Cambodia,Divorced,<=50K
90,Self-emp-not-inc,Prof-specialty,Other,Female,5th-6th,Portugal,Married-AF-spouse,<=50K
17,Federal-gov,Exec-managerial,Amer-Indian-Eskimo,Male,9th,Italy,Married-AF-spouse,<=50K
45,Self-emp-not-inc,Priv-house-serv,Other,Male,HS-grad,Vietnam,Married-AF-spouse,<=50K
44,Local-gov,Sales,Amer-Indian-Eskimo,Male,Bachelors,Nicaragua,Never-married,<=50K
50,Private,Exec-managerial,Other,Female,Bachelors,Dominican-Republic,Divorced,<=50K
17,Self-emp-not-inc,Machine-op-inspct,Other,Male,10th,Poland,Married-spouse-absent,>50K
18,Self-emp-inc,Prof-specialty,White,Female,Assoc-voc,Mexico,Married-civ-spouse,<=50K
17,State-gov,Armed-Forces,White,Male,Prof-school,Portugal,Never-married,<=50K
35,Private,Protective-serv,White,Male,1st-4th,Taiwan,Never-married,<=50K
17,Private,Machine-op-inspct,White,Male,Bachelors,Hungary,Married-spouse-absent,>50K
17,Private,Protective-serv,White,Female,7th-8th,Dominican-Republic,Married-civ-spouse,<=50K
56,Without-pay,Protective-serv,Asian-Pac-Islander,Female,10th,Cambodia,Never-married,<=50K
17,Federal-gov,Other-service,Other,Male,Masters,Ecuador,Never-married,<=50K
53,Federal-gov,Farming-fishing,White,Female,12th,Germany,Married-civ-spouse,>50K
17,Local-gov,Protective-serv,Other,Male,1st-4th,Haiti,Married-AF-spouse,<=50K
38,State-gov,Transport-moving,Other,Female,Some-college,England,Separated,<=50K
60,Private,Other-service,White,Female,12th,Iran,Married-civ-spouse,<=50K
26,Without-pay,Priv-house-serv,White,Male,11th,South,Never-married,>50K
17,Without-pay,Priv-house-serv,Other,Male,Prof-school,Italy,Never-married,<=50K
90,Local-gov,Adm-clerical,White,Male,Assoc-acdm,Cuba,Married-AF-spouse,<=50K
17,State-gov,Tech-support,White,Male,7th-8th,Italy,Separated,<=50K
17,Without-pay,Transport-moving,Amer-Indian-Eskimo,Female,12th,El-Salvador,Divorced,>50K
17,Private,Sales,Amer-Indian-Eskimo,Male,11th,Hungary,Married-AF-spouse,<=50K
17,Private,Priv-house-serv,Other,Male,HS-grad,Laos,Divorced,<=50K
17,Local-gov,Protective-serv,White,Male,Assoc-voc,Hong,Widowed,<=50K
77,State-gov,Armed-Forces,Black,Male,Some-college,Taiwan,Separated,<=50K
55,Private,Farming-fishing,Amer-Indian-Eskimo,Male,10th,Iran,Married-spouse-absent,<=50K
90,Federal-gov,Sales,White,Male,Bachelors,Jamaica,Divorced,>50K
17,Without-pay,Sales,Other,Female,HS-grad,Laos,Married-spouse-absent,>50K
67,State-gov,Prof-specialty,Asian-Pac-Islander,Female,Masters,Greece,Divorced,>50K
71,Federal-gov,Prof-specialty,Asian-Pac-Islander,Female,Masters,Vietnam,Separated,<=50K
17,State-gov,Prof-specialty,Black,Female,Bachelors,Laos,Widowed,>50K
17,Private,Exec-managerial,White,Female,Assoc-voc,Germany,Separated,<=50K
46,State-gov,Adm-clerical,White,Male,10th,Jamaica,Never-married,<=50K
28,Without-pay,Sales,White,Male,9th,Greece,Widowed,<=50K
34,Federal-gov,Farming-fishing,White,Male,10th,Jamaica,Married-spouse-absent,<=50K
76,Local-gov,Prof-specialty,White,Female,7th-8th,Peru,Widowed,<=50K
20,Private,Protective-serv,Other,Male,HS-grad,Outlying-US(Guam-USVI-etc),Never-married,<=50K
90,State-gov,Craft-repair,Amer-Indian-Eskimo,Male,1st-4th,Peru,Married-spouse-absent,<=50K
90,Self-emp-inc,Prof-specialty,White,Female,Masters,El-Salvador,Married-spouse-absent,<=50K
17,Private,Tech-support,White,Male,12th,Dominican-Republic,Never-married,<=50K
17,Without-pay,Farming-fishing,Amer-Indian-Eskimo,Male,Bachelors,Holand-Netherlands,Married-civ-spouse,>50K
17,State-gov,Priv-house-serv,White,Female,Assoc-voc,Puerto-Rico,Married-AF-spouse,<=50K
17,Private,Priv-house-serv,White,Male,Prof-school,Nicaragua,Married-civ-spouse,<=50K
50,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Male,Masters,Jamaica,Divorced,>50K
17,State-gov,Farming-fishing,White,Male,Bachelors,Trinadad&Tobago,Separated,<=50K
17,Self-emp-not-inc,Farming-fishing,White,Male,5th-6th,Ireland,Divorced,>50K
75,Federal-gov,Transport-moving,Black,Female,Assoc-voc,Poland,Married-civ-spouse,>50K
90,Private,Priv-house-serv,White,Female,10th,Holand-Netherlands,Divorced,>50K
27,Private,Sales,Amer-Indian-Eskimo,Male,12th,Taiwan,Married-civ-spouse,<=50K
17,Without-pay,Adm-clerical,Black,Male,Masters,Ireland,Never-married,<=50K
17,Local-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,5th-6th,United-States,Married-civ-spouse,>50K
17,Self-emp-not-inc,Adm-clerical,Black,Male,Masters,Japan,Widowed,<=50K
17,Local-gov,Sales,Black,Male,11th,Holand-Netherlands,Married-spouse-absent,<=50K
38,Federal-gov,Priv-house-serv,White,Male,Preschool,Ireland,Married-civ-spouse,>50K
90,Federal-gov,Farming-fishing,Other,Female,Preschool,Scotland,Never-married,>50K
31,Private,Adm-clerical,White,Female,7th-8th,Haiti,Divorced,<=50K
85,Without-pay,Craft-repair,White,Male,10th,Cambodia,Married-civ-spouse,<=50K
54,Local-gov,Adm-clerical,Asian-Pac-Islander,Male,Assoc-acdm,Germany,Never-married,>50K
90,Private,Farming-fishing,Other,Male,Prof-school,Mexico,Married-civ-spouse,<=50K
90,Without-pay,Machine-op-inspct,White,Male,Assoc-voc,Dominican-Republic,Divorced,<=50K
17,Local-gov,Tech-support,Amer-Indian-Eskimo,Male,Assoc-acdm,Mexico,Married-civ-spouse,<=50K
90,Without-pay,Exec-managerial,Other,Male,Preschool,Iran,Divorced,<=50K
29,Self-emp-inc,Craft-repair,White,Male,9th,Philippines,Separated,<=50K
28,Private,Transport-moving,Asian-Pac-Islander,Male,5th-6th,Poland,Married-civ-spouse,>50K
90,Federal-gov,Other-service,White,Male,HS-grad,El-Salvador,Never-married,<=50K
30,Self-emp-inc,Exec-managerial,Amer-Indian-Eskimo,Female,Bachelors,Ireland,Married-spouse-absent,>50K
68,Private,Other-service,White,Male,9th,Poland,Married-civ-spouse,<=50K
17,Federal-gov,Handlers-cleaners,Amer-Indian-Eskimo,Female,Masters,Holand-Netherlands,Never-married,<=50K
90,State-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,5th-6th,Honduras,Divorced,<=50K
17,Self-emp-not-inc,Other-service,Amer-Indian-Eskimo,Female,11th,Hong,Widowed,<=50K
17,State-gov,Craft-repair,Black,Male,11th,United-States,Married-spouse-absent,>50K
66,Local-gov,Protective-serv,White,Female,1st-4th,Hong,Married-spouse-absent,>50K
17,Private,Protective-serv,White,Female,Masters,Laos,Divorced,>50K
17,Private,Transport-moving,Other,Male,9th,Cambodia,Widowed,<=50K
90,Self-emp-not-inc,Farming-fishing,Black,Female,12th,Canada,Married-AF-spouse,<=50K
20,Private,Other-service,White,Male,Preschool,Cuba,Widowed,>50K
17,Without-pay,Handlers-cleaners,Amer-Indian-Eskimo,Female,Assoc-voc,Columbia,Never-married,<=50K
17,Private,Sales,Black,Female,HS-grad,South,Married-civ-spouse,<=50K
90,State-gov,Tech-support,Amer-Indian-Eskimo,Female,11th,Portugal,Married-AF-spouse,>50K
90,Self-emp-inc,Handlers-cleaners,Amer-Indian-Eskimo,Male,Doctorate,Canada,Never-married,>50K
17,Private,Tech-support,Amer-Indian-Eskimo,Male,Assoc-acdm,India,Married-AF-spouse,<=50K
90,Federal-gov,Farming-fishing,White,Male,Masters,China,Divorced,<=50K
17,Self-emp-inc,Handlers-cleaners,White,Male,Masters,Thailand,Married-spouse-absent,<=50K
17,Local-gov,Tech-support,Other,Male,12th,Taiwan,Never-married,<=50K
90,State-gov,Handlers-cleaners,Black,Female,Doctorate,Germany,Divorced,>50K
90,State-gov,Exec-managerial,Other,Male,Preschool,Scotland,Married-spouse-absent,>50K
84,Local-gov,Adm-clerical,Asian-Pac-Islander,Female,9th,Nicaragua,Divorced,<=50K
90,Private,Sales,Asian-Pac-Islander,Male,Masters,Scotland,Never-married,>50K
59,Federal-gov,Armed-Forces,Other,Female,Assoc-voc,Germany,Separated,<=50K
90,Federal-gov,Other-service,Amer-Indian-Eskimo,Male,Assoc-acdm,Honduras,Married-spouse-absent,<=50K
17,Local-gov,Adm-clerical,Asian-Pac-Islander,Female,7th-8th,Taiwan,Separated,>50K
25,Private,Handlers-cleaners,Black,Female,Prof-school,South,Married-spouse-absent,<=50K
48,Local-gov,Craft-repair,Black,Female,11th,Hong,Separated,>50K
55,State-gov,Sales,Other,Female,Preschool,Germany,Widowed,<=50K
17,Private,Sales,White,Female,10th,Greece,Never-married,<=50K
35,Private,Priv-house-serv,Other,Female,10th,United-States,Divorced,<=50K
17,Private,Tech-support,Amer-Indian-Eskimo,Male,Some-college,Japan,Never-married,>50K
17,Local-gov,Tech-support,Other,Female,HS-grad,Holand-Netherlands,Widowed,>50K
17,Without-pay,Adm-clerical,Other,Female,Masters,Hungary,Widowed,<=50K
17,State-gov,Adm-clerical,Asian-Pac-Islander,Male,Doctorate,El-Salvador,Never-married,<=50K
68,Local-gov,Craft-repair,White,Female,HS-grad,Honduras,Divorced,>50K
17,Private,Adm-clerical,Asian-Pac-Islander,Male,Bachelors,Cambodia,Widowed,>50K
17,Federal-gov,Farming-fishing,Other,Male,Assoc-acdm,Hungary,Married-civ-spouse,>50K
17,Federal-gov,Handlers-cleaners,White,Female,Doctorate,Hungary,Separated,>50K
90,Self-emp-not-inc,Protective-serv,White,Male,10th,France,Married-AF-spouse,>50K
17,Local-gov,Protective-serv,White,Male,Prof-school,China,Married-civ-spouse,>50K
17,State-gov,Sales,White,Male,HS-grad,Japan,Married-AF-spouse,>50K
17,Private,Transport-moving,Other,Female,10th,China,Divorced,>50K
80,Local-gov,Machine-op-inspct,White,Female,Bachelors,Honduras,Married-AF-spouse,>50K
72,Private,Armed-Forces,Asian-Pac-Islander,Male,Prof-school,United-States,Divorced,>50K
77,Private,Machine-op-inspct,Asian-Pac-Islander,Female,Bachelors,Peru,Never-married,<=50K
70,Federal-gov,Prof-specialty,Black,Female,Prof-school,Laos,Separated,<=50K
17,Local-gov,Other-service,Asian-Pac-Islander,Male,12th,Greece,Never-married,<=50K
90,Without-pay,Transport-moving,Amer-Indian-Eskimo,Female,Some-college,Ireland,Widowed,>50K
79,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Male,Assoc-acdm,Outlying-US(Guam-USVI-etc),Married-spouse-absent,>50K
28,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Female,HS-grad,England,Divorced,>50K
30,Self-emp-not-inc,Transport-moving,Other,Female,Doctorate,Scotland,Separated,<=50K
90,Without-pay,Transport-moving,Other,Male,Assoc-voc,South,Married-civ-spouse,<=50K
34,Federal-gov,Adm-clerical,Black,Male,10th,Hungary,Married-spouse-absent,<=50K
73,Private,Prof-specialty,White,Female,11th,Hungary,Married-civ-spouse,>50K
52,State-gov,Protective-serv,Amer-Indian-Eskimo,Male,Some-college,Laos,Widowed,>50K
21,Local-gov,Prof-specialty,Asian-Pac-Islander,Male,5th-6th,India,Married-AF-spouse,>50K
72,Self-emp-inc,Adm-clerical,White,Female,Some-college,Jamaica,Married-civ-spouse,>50K
89,State-gov,Armed-Forces,Amer-Indian-Eskimo,Male,10th,Laos,Married-civ-spouse,<=50K
17,Local-gov,Prof-specialty,Black,Male,HS-grad,India,Widowed,>50K
17,Self-emp-not-inc,Adm-clerical,Other,Male,Masters,Holand-Netherlands,Married-civ-spouse,>50K
90,Without-pay,Sales,Amer-Indian-Eskimo,Male,Bachelors,Jamaica,Married-civ-spouse,<=50K
90,Private,Prof-specialty,Asian-Pac-Islander,Female,Doctorate,China,Married-civ-spouse,>50K
90,Private,Adm-clerical,Amer-Indian-Eskimo,Male,10th,Scotland,Divorced,>50K
90,Private,Other-service,White,Male,7th-8th,Jamaica,Separated,<=50K
17,Private,Craft-repair,White,Male,Preschool,Philippines,Divorced,>50K
50,Self-emp-inc,Farming-fishing,Amer-Indian-Eskimo,Male,Masters,Guatemala,Never-married,<=50K
52,Self-emp-inc,Prof-specialty,White,Female,9th,Taiwan,Widowed,>50K
71,State-gov,Protective-serv,Black,Male,Masters,Canada,Married-spouse-absent,<=50K
52,Self-emp-inc,Protective-serv,Other,Male,7th-8th,Poland,Widowed,>50K
90,Local-gov,Other-service,White,Female,Assoc-acdm,Canada,Married-civ-spouse,>50K
32,Self-emp-inc,Sales,White,Female,11th,Outlying-US(Guam-USVI-etc),Married-spouse-absent,>50K
71,Without-pay,Exec-managerial,Amer-Indian-Eskimo,Female,Assoc-voc,England,Married-civ-spouse,>50K
17,Private,Prof-specialty,Amer-Indian-Eskimo,Male,1st-4th,Italy,Never-married,>50K
90,Federal-gov,Prof-specialty,Asian-Pac-Islander,Male,Preschool,Ecuador,Married-civ-spouse,>50K
38,Local-gov,Sales,Other,Female,11th,Thailand,Divorced,<=50K
90,Private,Exec-managerial,Other,Female,HS-grad,India,Separated,>50K
90,Self-emp-not-inc,Handlers-cleaners,Other,Female,1st-4th,Cambodia,Married-spouse-absent,<=50K
17,Without-pay,Machine-op-inspct,Amer-Indian-Eskimo,Male,Assoc-acdm,Columbia,Married-civ-spouse,>50K
90,Self-emp-not-inc,Craft-repair,White,Male,Prof-school,United-States,Divorced,<=50K
90,Self-emp-not-inc,Exec-managerial,White,Male,Assoc-voc,Vietnam,Divorced,<=50K
28,Private,Prof-specialty,White,Female,Prof-school,China,Married-civ-spouse,>50K
90,State-gov,Tech-support,White,Male,Preschool,Iran,Divorced,<=50K
26,Self-emp-inc,Other-service,Black,Male,5th-6th,Taiwan,Separated,<=50K
17,Federal-gov,Transport-moving,White,Female,1st-4th,Poland,Divorced,<=50K
90,Local-gov,Prof-specialty,White,Female,5th-6th,Puerto-Rico,Separated,<=50K
40,Local-gov,Armed-Forces,Asian-Pac-Islander,Male,12th,El-Salvador,Widowed,<=50K
90,Federal-gov,Adm-clerical,Black,Male,11th,Hong,Never-married,<=50K
17,Without-pay,Adm-clerical,White,Female,9th,Yugoslavia,Married-civ-spouse,<=50K
27,Self-emp-inc,Sales,Asian-Pac-Islander,Female,Some-college,Peru,Married-spouse-absent,<=50K
90,Federal-gov,Sales,White,Male,12th,Iran,Divorced,<=50K
72,Self-emp-inc,Other-service,Other,Female,Assoc-acdm,Iran,Widowed,<=50K
66,Local-gov,Adm-clerical,White,Male,Bachelors,Philippines,Never-married,<=50K
17,Private,Adm-clerical,Other,Female,Some-college,Haiti,Married-AF-spouse,<=50K
72,Self-emp-not-inc,Other-service,White,Male,Preschool,Scotland,Married-AF-spouse,<=50K
53,Self-emp-inc,Prof-specialty,Other,Male,1st-4th,Cuba,Married-spouse-absent,<=50K
25,Private,Farming-fishing,Black,Female,7th-8th,Philippines,Married-civ-spouse,>50K
79,Self-emp-inc,Prof-specialty,White,Male,HS-grad,Honduras,Never-married,>50K
17,Private,Protective-serv,White,Male,1st-4th,China,Never-married,<=50K
90,Self-emp-not-inc,Prof-specialty,Asian-Pac-Islander,Female,Preschool,Cuba,Never-married,<=50K
28,Self-emp-inc,Other-service,White,Male,Bachelors,England,Married-civ-spouse,<=50K
43,Federal-gov,Prof-specialty,White,Male,10th,Laos,Married-civ-spouse,>50K
17,Without-pay,Priv-house-serv,White,Female,1st-4th,Holand-Netherlands,Never-married,>50K
17,Private,Priv-house-serv,White,Male,Masters,Poland,Never-married,>50K
66,Federal-gov,Protective-serv,Black,Female,Preschool,Cambodia,Married-civ-spouse,>50K
17,State-gov,Sales,Asian-Pac-Islander,Male,Bachelors,Hong,Separated,<=50K
78,Without-pay,Sales,Black,Male,10th,Cambodia,Separated,<=50K
90,Federal-gov,Transport-moving,Black,Male,Bachelors,Iran,Never-married,<=50K
17,Private,Priv-house-serv,White,Female,5th-6th,Cambodia,Separated,<=50K
17,Without-pay,Transport-moving,Amer-Indian-Eskimo,Female,1st-4th,Columbia,Married-civ-spouse,>50K
17,Private,Craft-repair,Amer-Indian-Eskimo,Female,HS-grad,Cambodia,Divorced,<=50K
17,Local-gov,Other-service,Asian-Pac-Islander,Male,HS-grad,Dominican-Republic,Married-civ-spouse,<=50K
